municipality_id,internal_item_id,coverage_status,mapping_branch_count,branch_completeness_confirmed,evidence_scope,source_id,出典URL,出典ページ・該当箇所,reviewed_date,reviewed_by,notes
M001,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M001,I036,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M001,I037,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M001,I038,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M001,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M001,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I001,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,ペットボトル,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I002,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,その他プラスチック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I003,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,その他プラスチック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I004,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,アルミ缶,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I005,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,スチール缶,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I006,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I007,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,白色トレイ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I008,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,その他プラスチック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I010,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I011,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I013,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,新聞紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I014,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,ダンボール類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I015,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,雑誌類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I016,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,その他紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I017,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,紙パック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,燃えるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I019,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I021,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I022,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I023,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I024,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I025,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I026,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,燃えないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I027,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-03,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/1280.html,電池類・蛍光管,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I028,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I029,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-04,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/2/13684.html,小型充電式電池,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-03,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/1280.html,電池類・蛍光管,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I031,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M002-03,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/1280.html,電池類・蛍光管,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I032,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,アルミ缶,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I033,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I034,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,燃えないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I036,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I037,MAPPED_INITIAL,4,FALSE,CATEGORY_LEVEL,S-M002-01,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/316.html,燃えないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I038,MAPPED_INITIAL,2,FALSE,CATEGORY_LEVEL,S-M002-02,https://www.city.oshu.iwate.jp/soshiki/5/1051/2/3/9522.html,粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M002,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M002,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I001,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,PET,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I002,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,プラスチック容器包装,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I003,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,プラスチック容器包装,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I004,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I005,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I006,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,びん,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I007,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I008,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I010,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I011,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I013,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,新聞紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I014,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,ダンボール,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I015,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,雑誌・雑紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I016,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,雑誌・雑紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I017,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,燃えるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I019,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,雑誌・雑紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I021,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I022,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I023,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,燃えないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I024,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I025,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I026,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I027,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,有害ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I028,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I029,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,有害ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I031,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I032,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,空き缶,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I033,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I034,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,燃えないごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I036,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,燃えるごみの粗大ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I037,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M003-02,https://www.town.nishiwaga.lg.jp/material/files/group/5/0604gomihyakka.pdf,町で収集・受入できないもの,,,機械抽出。品目別調査と条件枝レビューは未完了。
M003,I038,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M003,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I001,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I002,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I003,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I004,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I005,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I006,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I007,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I008,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I010,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I011,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I013,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,古紙（新聞・雑誌）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I014,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,段ボール,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I015,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,古紙（新聞・雑誌）,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I016,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I017,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,紙パック,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I018,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-01,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/17749649372176/,燃やせるごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I019,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I020,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I021,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,古着,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I022,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I023,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-03,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2351.html,大形・不燃ごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I024,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I025,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I026,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I027,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-04,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,有害・危険ごみ及び乾電池,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I028,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I029,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I030,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-04,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,有害・危険ごみ及び乾電池,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I031,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-04,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,有害・危険ごみ及び乾電池,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I032,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-02,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2348.html,空カン,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I033,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-04,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/2353.html,有害・危険ごみ及び乾電池,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I034,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-01,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/17749649372176/,その他のごみ,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I035,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I036,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I037,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M004-01,https://www.town.shiwa.iwate.jp/kurashi/gomi/1_bunebetsu/17749649372176/,収集・受入しないもの,,,機械抽出。品目別調査と条件枝レビューは未完了。
M004,I038,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I039,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M004,I040,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I001,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,ペットボトル,,,機械抽出。品目別調査と条件枝レビューは未完了。
M005,I002,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I003,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I004,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I005,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I006,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,びん類,,,機械抽出。品目別調査と条件枝レビューは未完了。
M005,I007,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I008,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I009,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I010,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I011,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I012,NOT_RESEARCHED,0,FALSE,NONE,,,,,,未調査。不存在を意味しない。
M005,I013,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,新聞紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
M005,I014,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,ダンボール,,,機械抽出。品目別調査と条件枝レビューは未完了。
M005,I015,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,雑誌・古本,,,機械抽出。品目別調査と条件枝レビューは未完了。
M005,I016,MAPPED_INITIAL,1,FALSE,CATEGORY_LEVEL,S-M005-02,https://www.city.ishinomaki.lg.jp/cont/10210000/1582/20180320093709.html,雑紙,,,機械抽出。品目別調査と条件枝レビューは未完了。
