review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M043-01,CR-M043-CATEGORY-COVERAGE,M043,S-M043-01,住民向け分別収集の区分見出し,PRIMARY_INDEX,2026-08-19 Batch 04 resident-facing category completeness review
CRE-M043-02,CR-M043-CATEGORY-COVERAGE,M043,S-M043-02,現行運用確認,SUPPLEMENTAL_INDEX,2026-08-19 Batch 04 resident-facing category completeness review
CRE-M044-01,CR-M044-CATEGORY-COVERAGE,M044,S-M044-01,不燃・資源・有害・可燃・粗大・収集外の住民向け索引,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M044-02,CR-M044-CATEGORY-COVERAGE,M044,S-M044-02,現行分別体系の収集運用確認,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M044-03,CR-M044-CATEGORY-COVERAGE,M044,S-M044-03,不燃収集日の危険物条件,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M045-01,CR-M045-CATEGORY-COVERAGE,M045,S-M045-01,町公式26種類・処理困難物,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M045-02,CR-M045-CATEGORY-COVERAGE,M045,S-M045-02,現在26種類で収集していることの明示,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M046-01,CR-M046-CATEGORY-COVERAGE,M046,S-M046-01,12住民向け収集ラベル・前処理・充電式小型家電注意,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M046-02,CR-M046-CATEGORY-COVERAGE,M046,S-M046-02,令和8年度カレンダー・ごみ分別アプリへの現行公式導線,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M046-03,CR-M046-CATEGORY-COVERAGE,M046,S-M046-03,分別方法検索の公式案内,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M047-01,CR-M047-CATEGORY-COVERAGE,M047,S-M047-01,19住民向け分別区分・収集処理不可・令和8年度日程導線,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M047-02,CR-M047-CATEGORY-COVERAGE,M047,S-M047-02,品目別条件の補助根拠,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M048-01,CR-M048-CATEGORY-COVERAGE,M048,S-M048-01,もやせる・金属・資源4葉・粗大の住民向け体系,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M048-02,CR-M048-CATEGORY-COVERAGE,M048,S-M048-02,現行収集体系,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M048-03,CR-M048-CATEGORY-COVERAGE,M048,S-M048-03,水銀・電池・スプレー缶・収集しないごみの公式導線,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M049-01,CR-M049-CATEGORY-COVERAGE,M049,S-M049-01,一般家庭8分別・粗大・収集不可・旧古着収集終了,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M049-02,CR-M049-CATEGORY-COVERAGE,M049,S-M049-02,5地域の現行収集運用,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M049-03,CR-M049-CATEGORY-COVERAGE,M049,S-M049-03,電池・小型充電式電池等の現行追加案内,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M050-01,CR-M050-CATEGORY-COVERAGE,M050,S-M050-01,家庭ごみ13葉区分・資源化ルート,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M050-02,CR-M050-CATEGORY-COVERAGE,M050,S-M050-02,2026年度ごみ収集カレンダー・最新ガイドへの公式導線,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M050-03,CR-M050-CATEGORY-COVERAGE,M050,S-M050-03,日本語・多言語最新版ガイド,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M051-01,CR-M051-CATEGORY-COVERAGE,M051,S-M051-01,燃やせる・プラ・埋立・資源5葉・家電金属・発泡・廃油・木製家具等,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M051-02,CR-M051-CATEGORY-COVERAGE,M051,S-M051-02,現行収集運用・分別大図鑑への導線,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M052-01,CR-M052-CATEGORY-COVERAGE,M052,S-M052-01,資源A/B/C・プラ・可燃・不燃・不燃粗大の住民向け体系,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M052-02,CR-M052-CATEGORY-COVERAGE,M052,S-M052-02,A/B/C・プラ・可燃・不燃の現行収集運用,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M052-03,CR-M052-CATEGORY-COVERAGE,M052,S-M052-03,収集処理不可・不燃粗大・自己搬入条件,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M053-01,CR-M053-CATEGORY-COVERAGE,M053,S-M053-01,燃やす・プラ・PET・びん・金属・缶・紙類・衣類・蛍光管・板ガラス・埋立・粗大・収集外,PRIMARY_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M053-02,CR-M053-CATEGORY-COVERAGE,M053,S-M053-02,現行収集運用・雑がみ収集頻度変更,SUPPLEMENTAL_INDEX,2026-08-19 Batch 05 resident-facing category completeness review
CRE-M054-01,CR-M054-CATEGORY-COVERAGE,M054,S-M054-01,現行収集ラベル・資源7品目・粗大基準,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M054-02,CR-M054-CATEGORY-COVERAGE,M054,S-M054-02,資源品目別条件・前処理,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M055-01,CR-M055-CATEGORY-COVERAGE,M055,S-M055-01,雲南市・飯南町事務組合への公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M055-02,CR-M055-CATEGORY-COVERAGE,M055,S-M055-02,大東・加茂・木次・三刀屋地域の分別区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M055-03,CR-M055-CATEGORY-COVERAGE,M055,S-M055-03,吉田・掛合地域の分別区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M055-04,CR-M055-CATEGORY-COVERAGE,M055,S-M055-04,市内6地域の現行運用,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M056-01,CR-M056-CATEGORY-COVERAGE,M056,S-M056-01,現行収集分類・持込・収集外,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M056-02,CR-M056-CATEGORY-COVERAGE,M056,S-M056-02,中身を使い切り穴を開けて資源ごみ（空き缶）,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M056-03,CR-M056-CATEGORY-COVERAGE,M056,S-M056-03,令和8年4月版への公式導線,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M057-01,CR-M057-CATEGORY-COVERAGE,M057,S-M057-01,雲南市・飯南町事務組合への公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M057-02,CR-M057-CATEGORY-COVERAGE,M057,S-M057-02,飯南町の住民向け分別区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M057-03,CR-M057-CATEGORY-COVERAGE,M057,S-M057-03,飯南町頓原・赤来の現行運用,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M058-01,CR-M058-CATEGORY-COVERAGE,M058,S-M058-01,しおり・ポスターへの公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M058-02,CR-M058-CATEGORY-COVERAGE,M058,S-M058-02,現行収集区分・指定袋,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M058-03,CR-M058-CATEGORY-COVERAGE,M058,S-M058-03,可燃・不燃・容器プラ・PET・容器紙・缶・びんの独立袋,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M059-01,CR-M059-CATEGORY-COVERAGE,M059,S-M059-01,分別しおり・ポスター、有害ごみ拡大,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M059-02,CR-M059-CATEGORY-COVERAGE,M059,S-M059-02,現行収集体系,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M059-03,CR-M059-CATEGORY-COVERAGE,M059,S-M059-03,スプレー缶穴あけ・電池等の具体条件,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M060-01,CR-M060-CATEGORY-COVERAGE,M060,S-M060-01,住民向け分別・袋・前処理,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M060-02,CR-M060-CATEGORY-COVERAGE,M060,S-M060-02,現行運用確認,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M060-03,CR-M060-CATEGORY-COVERAGE,M060,S-M060-03,10種13分別・古紙4葉の構造,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M061-01,CR-M061-CATEGORY-COVERAGE,M061,S-M061-01,R8.4改訂手引きへの公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M061-02,CR-M061-CATEGORY-COVERAGE,M061,S-M061-02,現行住民向け分類,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M061-03,CR-M061-CATEGORY-COVERAGE,M061,S-M061-03,容器包装プラ・商品プラ・缶・びん・有害・粗大・資源の現行導線,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M062-01,CR-M062-CATEGORY-COVERAGE,M062,S-M062-01,分別大図鑑・2026年ライター変更・外国語版,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M062-02,CR-M062-CATEGORY-COVERAGE,M062,S-M062-02,現行収集ラベル,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M062-03,CR-M062-CATEGORY-COVERAGE,M062,S-M062-03,新聞・雑誌雑紙・段ボール・紙パック・衣類,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
