municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M005,S-M005-03,令和8年10月からプラスチックの分別収集を開始します,自治体公式Webページ,https://www.city.ishinomaki.lg.jp/cont/10301500/123/20260305162141.html,石巻市,令和8年度,2026-05-21,2026-08-17,将来施行区分・指定袋,1,施行予定,2026-10-01から適用,TRUE,MUNICIPAL_DOMAIN,
M005,S-M005-04,石巻市一般廃棄物処理基本計画,自治体公式計画,https://www.city.ishinomaki.lg.jp/cont/10301000/030/3974/kihonkeikaku2.pdf,石巻市,令和8年度〜令和17年度,2026-04-01,2026-08-18,5種類19分別・あきびん4種類・紙類5種類,1,現行,令和8年3月策定、第2編17〜18ページ表2-1,TRUE,MUNICIPAL_DOMAIN,
M006,S-M006-01,ごみ収集日のお知らせ,自治体公式Webページ,https://www.town.ogawara.miyagi.jp/1406.htm,大河原町,令和8年度,2026-03-05,2026-08-17,現行導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M006,S-M006-02,令和8年度 大河原町一般廃棄物処理実施計画,自治体公式PDF,https://www.town.ogawara.miyagi.jp/secure/1106/R8ippannhaikibutusyorizissikeikaku.pdf,大河原町,令和8年度,2026,2026-08-18,全区分・処理主体・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M006,S-M006-03,ごみの分別と出し方,一部事務組合公式資料,https://www.az9.or.jp/eisei/gomi-bunbetsu.html,仙南地域広域行政事務組合,令和8年2月改訂,2026-02,2026-08-17,50音別区分・前処理,2,現行,,TRUE,INTERMUNICIPAL_AUTHORITY_DOMAIN,
M007,S-M007-01,ごみの分別収集・し尿のくみ取りについて,自治体公式Webページ,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/847.html,加美町,令和8年度,2026-03-05,2026-08-18,全区分・粗大・搬入・検索導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M007,S-M007-02,プラスチックと有害ごみの収集について,自治体公式Webページ,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/4014.html,加美町,令和6年度以降,,2026-08-17,プラスチック適用条件・有害ごみ,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M007,S-M007-03,使用済み小型家電の回収,自治体公式Webページ,https://www.town.kami.miyagi.jp/soshikikarasagasu/chominka/kankyoeisei/3552.html,加美町,現行,,2026-08-17,小型家電・電池取り外し,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M008,S-M008-01,ごみの出し方・分け方,自治体公式Webページ,https://www.town.shirataka.lg.jp/1204.htm,白鷹町,令和8年度,,2026-08-17,粗大ごみ・直接搬入・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M008,S-M008-02,ごみ分別一覧,自治体公式PDF,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,白鷹町,現行,,2026-08-18,全区分・50音別品目・例外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M008,S-M008-03,令和8年度ごみ収集カレンダー,自治体公式Webページ,https://www.town.shirataka.lg.jp/1206.htm,白鷹町,令和8年度,,2026-08-17,現行性・区分照合,2,現行,日程自体は収集対象外,TRUE,MUNICIPAL_DOMAIN,
M009,S-M009-01,令和8年度ごみ収集日程・分け方,自治体公式Webページ,https://www.town.oe.yamagata.jp/news/1275,大江町,令和8年度,2026-04-01,2026-08-17,現行導線・粗大料金,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M009,S-M009-02,ごみの分け方・出し方ガイド,自治体公式PDF,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,大江町,令和6年4月1日適用,2024-04-01,2026-08-18,全区分・前処理・収集外,1,現行案内中,2026年度ページから案内,TRUE,MUNICIPAL_DOMAIN,
M010,S-M010-01,家庭系ごみの出し方（5種14分別）,自治体公式Webページ,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,宇都宮市,現行,,2026-08-18,14区分の正式名称,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M010,S-M010-02,ごみ分別のチラシ・冊子,自治体公式Webページ,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/chirashi/1004981.html,宇都宮市,2024年10月時点,,2026-08-17,前処理・袋・多言語,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M010,S-M010-03,資源とごみ分別辞書,公式分別辞典,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/1004945.html,宇都宮市,2023年8月1日現在,2024-03-08,2026-08-17,品目検索・条件分岐,3,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M010,S-M010-04,市では収集しないごみ・処理できないごみ,自治体公式Webページ,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/1004978.html,宇都宮市,現行,2024-07-30,2026-08-17,収集外,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M011,S-M011-01,令和8年度ごみカレンダー・分け方,自治体公式Webページ,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/20200725200909.html,大泉町,令和8年度,2026-03-04,2026-08-17,現行導線・多言語,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M011,S-M011-02,ごみの出しかた・分けかた 令和8年度図解,自治体公式PDF,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,大泉町,令和8年度,2026,2026-08-18,全区分・前処理・袋・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M011,S-M011-03,ごみの分別一覧,自治体公式分別辞典,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/100/20200723202152.html,大泉町,現行,,2026-08-17,品目検索,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M011,S-M011-04,家庭ごみの直接搬入,自治体公式Webページ,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/060/20200719180450.html,大泉町,現行,,2026-08-17,搬入先・料金,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M012,S-M012-01,令和8年度ごみ収集カレンダー・ごみの分け方,自治体公式Webページ,https://www.city.satte.lg.jp/soshiki/kankyou/1/1/13626.html,幸手市,令和8年度,2026-03-24,2026-08-18,全区分索引・現行性,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M012,S-M012-02,ごみの分け方・出し方 共通説明,自治体公式PDF,https://www.city.satte.lg.jp/material/files/group/14/setumei.pdf,幸手市,令和8年度,2026-03,2026-08-18,分別区分・前処理・袋条件・分別早見表,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M013,S-M013-01,資源とごみの分別ガイドブック,自治体公式PDF,https://www.city.minato.tokyo.jp/documents/6284/20260604115859.pdf,港区,2026年6月版,2026-06-04,2026-08-18,全区分・前処理・粗大ごみ・収集外・多言語,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M013,S-M013-02,資源とごみの分別ガイドブック・ポスター等,自治体公式Webページ,https://www.city.minato.tokyo.jp/gomigenryou/kurashi/gomi/kate/k-wakekata/guidebook.html,港区,2026年6月版,2026-06-04,2026-08-17,ガイド・多言語資料の導線,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M013,S-M013-03,資源の分け方・出し方,自治体公式Webページ,https://www.city.minato.tokyo.jp/gomigenryou/kurashi/gomi/kate/s-wakekata/,港区,現行,,2026-08-17,古紙・びん・かん・ペットボトル・資源プラスチック,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M013,S-M013-04,可燃ごみの出し方,自治体公式Webページ,https://www.city.minato.tokyo.jp/gomigenryou/kurashi/gomi/kate/k-wakekata/kanen.html,港区,現行,2024-04-01,2026-08-17,可燃ごみ・前処理・容器条件,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M013,S-M013-05,不燃ごみの出し方,自治体公式Webページ,https://www.city.minato.tokyo.jp/gomigenryou/kurashi/gomi/kate/k-wakekata/funen.html,港区,現行,,2026-08-17,不燃ごみ・危険物の包み方,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M013,S-M013-06,粗大ごみの収集,自治体公式Webページ,https://www.city.minato.tokyo.jp/gomigenryou/kurashi/gomi/kate/k-wakekata/sodaigomi.html,港区,現行,2025-03-10,2026-08-17,30cm基準・予約・有料・例外,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M013,S-M013-07,区で収集できないもの,自治体公式Webページ,https://www.city.minato.tokyo.jp/unei/kurashi/gomi/kate/dekinai/,港区,現行,,2026-08-17,収集外品目,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M013,S-M013-08,ごみのきまりとリサイクル,やさしい日本語版,https://www.city.minato.tokyo.jp/easyjp/life/waste/,港区,現行,2024-03-28,2026-08-17,やさしい日本語・アプリ導線,5,現行,,TRUE,MUNICIPAL_DOMAIN,
M014,S-M014-01,資源物とごみの分け方・出し方（日本語）,自治体公式Webページ,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/wakedashi_pamphlet/japanese.html,墨田区,令和8年度,2026-06-06,2026-08-18,現行ガイド・多言語導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M014,S-M014-02,資源物とごみの分け方・出し方 2026年3月版,自治体公式PDF,https://www.city.sumida.lg.jp/kurashi/gomi_recycle/wakedashi_pamphlet/japanese.files/wakedashi202603.pdf,墨田区,令和8年度,2026-03,2026-08-18,分別フロー・全区分・前処理,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M015,S-M015-01,ごみと資源の分け方・出し方,自治体公式Webページ,https://www.city.chuo.lg.jp/a0039/kurashi/gomi/bunbetsu/wakekata/panhuretto.html,中央区,令和8年1月改訂,2026-02-26,2026-08-18,現行版・多言語導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M015,S-M015-02,ごみと資源の分け方・出し方 1～27頁,自治体公式PDF,https://www.city.chuo.lg.jp/documents/5392/1p-27p.pdf,中央区,令和8年1月改訂,2026-01,2026-08-18,収集区分・資源内訳・拠点回収,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M015,S-M015-03,ごみと資源の分け方・出し方 28～52頁,自治体公式PDF,https://www.city.chuo.lg.jp/documents/5392/28p-52p.pdf,中央区,令和8年1月改訂,2026-01,2026-08-18,品目表・収集外・補足,3,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-01,ごみと資源の分け方・出し方,自治体公式Webページ,https://www.city.miura.kanagawa.jp/soshiki/haikibutsutaisakuka/gomi_katei/3007.html,三浦市,令和8年度,2026-01-06,2026-08-18,分割ガイド全冊への公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-02,ごみと資源の分け方・出し方 P1-P4,自治体公式PDF,https://www.city.miura.kanagawa.jp/material/files/group/39/P1-P4.pdf,三浦市,令和8年度,2026,2026-08-18,燃せるごみ・びん缶金物,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-03,ごみと資源の分け方・出し方 P5-P8,自治体公式PDF,https://www.city.miura.kanagawa.jp/material/files/group/39/P5-P8.pdf,三浦市,令和8年度,2026,2026-08-18,PET・容器包装プラ・不燃,3,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-04,ごみと資源の分け方・出し方 P9-P12,自治体公式PDF,https://www.city.miura.kanagawa.jp/material/files/group/39/P9-P12.pdf,三浦市,令和8年度,2026,2026-08-18,古着・蛍光管・破砕不可・枝草,4,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-05,ごみと資源の分け方・出し方 P13-P15,自治体公式PDF,https://www.city.miura.kanagawa.jp/material/files/group/39/P13-P15.pdf,三浦市,令和8年度,2026,2026-08-18,古紙5区分,5,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-06,ごみと資源の分け方・出し方 P16-P18,自治体公式PDF,https://www.city.miura.kanagawa.jp/material/files/group/39/P16-P18.pdf,三浦市,令和8年度,2026,2026-08-18,粗大・小型家電・乾電池,6,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M016,S-M016-07,ごみと資源の分け方・出し方 P19-P21,自治体公式PDF,https://www.city.miura.kanagawa.jp/material/files/group/39/P19-P21.pdf,三浦市,令和8年度,2026,2026-08-18,家電4品目・市で扱えないごみ,7,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M017,S-M017-01,ごみの分け方・出し方（全市）,自治体公式Webページ,https://www.city.niigata.lg.jp/kurashi/gomi/gomishigen/gomidasi/niigata/index.html,新潟市,令和8年度,2026,2026-08-18,有料3区分・資源区分・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M017,S-M017-02,令和8年度家庭ごみ収集カレンダー,自治体公式Webページ,https://www.city.niigata.lg.jp/kurashi/gomi/gomishigen/gomidasi/gomi_calemder/index.html,新潟市,令和8年度,2026-03,2026-08-18,現行年度・地区別収集区分,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M018,S-M018-01,ごみの分け方・出し方,自治体公式Webページ,https://www.city.mizuho.lg.jp/1750.htm,瑞穂市,令和8年度,2026-08-05,2026-08-18,区分別資料の全索引・アプリ案内,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M018,S-M018-02,ごみの分け方・出し方 ルール,自治体公式PDF,https://www.city.mizuho.lg.jp/secure/1610/R7-1.pdf,瑞穂市,令和8年度,2025,2026-08-18,基本ルール・収集外,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M019,S-M019-01,令和8年度一般廃棄物処理実施計画,自治体公式Webページ,https://www.city.yamagata.gifu.jp/soshiki/shimin/1835.html,山県市,令和8年度,2026-04-01,2026-08-18,現行計画への公式導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M019,S-M019-02,令和8年度一般廃棄物処理実施計画 PDF,自治体公式PDF,https://www.city.yamagata.gifu.jp/uploaded/attachment/19770.pdf,山県市,令和8年度,2026-04,2026-08-18,収集区分・資源化区分・処理方法,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M020,S-M020-01,ごみの出し方ガイドブック,自治体公式Webページ,https://www.city.shizuoka.lg.jp/gomi/s000668.html,静岡市,令和8年度,2026,2026-08-18,区別ガイド・令和8年度変更,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M020,S-M020-02,ごみの出し方ガイドブック 葵区・駿河区,自治体公式PDF,https://www.city.shizuoka.lg.jp/documents/667/2024_gominodasikataguidebook_aoisurugaku_2.pdf,静岡市,令和8年度,2026案内中,2026-08-18,葵・駿河区の区分・前処理,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M020,S-M020-03,ごみの出し方ガイドブック 清水区,自治体公式PDF,https://www.city.shizuoka.lg.jp/documents/667/2024_gominodasikataguidebook_shimizuku_1.pdf,静岡市,令和8年度,2026案内中,2026-08-18,清水区の区分・前処理,3,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M021,S-M021-01,家庭ごみの分け方・出し方,自治体公式Webページ,https://www.info.city.tsu.mie.jp/kurashi/gomi_kankyo/1001596/1001597/1001598.html,津市,令和8年4月版,2026-04,2026-08-18,現行ガイド・多言語版,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M021,S-M021-02,ごみを出すときのごみ分別ガイドブック,自治体公式PDF,https://www.info.city.tsu.mie.jp/_res/projects/default_project/_page_/001/001/598/8.4guidebook.pdf,津市,令和8年4月版,2026-04,2026-08-18,分別区分一覧・前処理・収集外,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M021,S-M021-03,ごみ分別品目一覧,自治体公式PDF,https://www.info.city.tsu.mie.jp/_res/projects/default_project/_page_/001/001/598/bessatu20240606.pdf,津市,令和8年4月版,2024-06-06,2026-08-18,品目別補足,3,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M022,S-M022-01,ごみの出し方ガイドブック,自治体公式Webページ,https://www.city.shijonawate.lg.jp/page/16-60240.html,四條畷市,令和8年度,2026-06-01,2026-08-18,全章索引・現行版,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M022,S-M022-02,四條畷市ごみの出し方ガイドブック,自治体公式PDF,https://www.city.shijonawate.lg.jp/uploaded/attachment/37047.pdf,四條畷市,令和8年度,2026,2026-08-18,定期収集・拠点回収・粗大不燃・収集外,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M023,S-M023-01,ごみの出し方,自治体公式Webページ,https://www.city.osaka.lg.jp/kankyo/page/0000009337.html,大阪市,令和8年度,2026-02-12,2026-08-19,定曜日4区分・粗大・拠点回収への公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M023,S-M023-02,ごみ分別検索（50音順）,自治体公式Webページ,https://www.city.osaka.lg.jp/kankyo/page/0000201907.html,大阪市,令和8年度,2026-05-22,2026-08-19,品目別分別導線,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M023,S-M023-03,普通ごみ収集,自治体公式Webページ,https://www.city.osaka.lg.jp/kankyo/page/0000009139.html,大阪市,令和8年度,2025-10-15,2026-08-19,普通ごみの30cm・棒状1m基準、収集しない物・電池導線,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M024,S-M024-01,家庭ごみの出し方・分別,自治体公式Webページ,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/calendar/suma/jinbucho.html,神戸市,令和8年度,2026,2026-08-19,主要6区分・市で収集しない物・資源回収・協力店回収,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M024,S-M024-02,分別に関するよくあるQ&A,自治体公式Webページ,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/faq/qa.html,神戸市,令和8年度,2025,2026-08-19,PETキャップ・ラベル、びん缶等の品目別条件,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M024,S-M024-03,2026年度ワケトンカレンダーパターン一覧,自治体公式Webページ,https://www.city.kobe.lg.jp/a04164/kurashi/recycle/gomi/dashikata/calendar/pattern.html,神戸市,令和8年度,2026-02-05,2026-08-19,現行主要収集区分,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M025,S-M025-01,家庭ごみの出し方,自治体公式Webページ,https://www.city.toyooka.lg.jp/kurashi/gomikankyo/gomi/1000944/1000945.html,豊岡市,現行（市の分別区分9分別）,2022-07-04,2026-08-19,市の分別区分9分別・指定袋・手引きへの公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M025,S-M025-02,ごみ出し・分別でよくある間違い,自治体公式Webページ,https://www.city.toyooka.lg.jp/kurashi/gomikankyo/gomi/1000944/1009335.html,豊岡市,現行（市の分別区分9分別）,2021,2026-08-19,スプレー缶・PET等の条件,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M026,S-M026-01,家庭ごみの分け方と出し方,自治体公式Webページ,https://www.city.himeji.lg.jp/kurashi/category/2-10-3-5-0-0-0-0-0-0.html,姫路市,令和8年度,2026,2026-08-19,全分別見出し・地域条件,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M026,S-M026-02,ごみ分別一覧表,自治体公式Webページ,https://www.city.himeji.lg.jp/kurashi/0000000097.html,姫路市,令和8年度,2024,2026-08-19,地域別品目・条件・収集外,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M026,S-M026-03,指定ごみ袋制度,自治体公式Webページ,https://www.city.himeji.lg.jp/kurashi/0000000255.html,姫路市,令和8年度,2026,2026-08-19,可燃・容器包装プラ・ミックスペーパーの袋ルール,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M027,S-M027-01,ごみの収集・分別,自治体公式Webページ,https://www.city.yamatokoriyama.lg.jp/soshiki/cleancenter/gomi_recycle/26/1374.html,大和郡山市,令和8年度,2025-12-03,2026-08-19,公式6区分・PET・資源・有害,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M027,S-M027-02,ごみの分け方と出し方のルール,自治体公式Webページ,https://www.city.yamatokoriyama.lg.jp/soshiki/cleancenter/gomi_recycle/26/15036.html,大和郡山市,令和8年度,2026-05-01,2026-08-19,現行ルール・リチウムイオン電池・収集処理外,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M027,S-M027-03,ごみの出し方、チェックポイント,自治体公式Webページ,https://www.city.yamatokoriyama.lg.jp/soshiki/cleancenter/gomi_recycle/26/1376.html,大和郡山市,令和8年度,2021-03-19,2026-08-19,前処理・キャップ・ラベル,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M028,S-M028-01,広報ゆら 2026年3月号,自治体公式PDF,https://www.town.yura.wakayama.jp/docs/2025122500014/files/202603.pdf,由良町,令和8年度,2026-03,2026-08-19,現行カレンダー上の可燃・プラスチック・不燃・資源・粗大のラベル,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M028,S-M028-02,由良町公式ホームページ,自治体公式Webページ,https://www.town.yura.wakayama.jp/,由良町,令和8年度,2026,2026-08-19,生活環境・ごみリサイクル公式導線,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M029,S-M029-01,家庭ごみの分別・出し方,自治体公式Webページ,https://www.city.tottori.lg.jp/page/4083.html,鳥取市,令和8年度,2025-10-20,2026-08-19,可燃・プラ・PET・資源・小型破砕・古紙・乾電池蛍光管・有害・大型等,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M029,S-M029-02,令和8年度 収集曜日一覧（鳥取地域）,自治体公式Webページ,https://www.city.tottori.lg.jp/page/31552.html,鳥取市,令和8年度,2026,2026-08-19,現行収集区分・有害ごみ・乾電池等の変更確認,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M030,S-M030-01,家庭ごみの分別・出し方,自治体公式Webページ,https://www.city.yonago.lg.jp/1880.htm,米子市,令和8年度,2026-04-08,2026-08-18,全区分・前処理・袋条件・収集外・多言語,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M030,S-M030-02,家庭ごみの分別・出し方早見表,公式分別辞典,https://www.city.yonago.lg.jp/10367.htm,米子市,現行,,2026-08-17,品目別検索導線・さんあーる,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M030,S-M030-03,市指定ごみ袋・収集シール,自治体公式Webページ,https://www.city.yonago.lg.jp/6357.htm,米子市,現行,2026-02,2026-08-17,可燃・不燃指定袋と粗大ごみ収集シール,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M030,S-M030-04,ごみ・資源物分別アプリ「さんあーる」,公式ごみ検索サービス,https://www.city.yonago.lg.jp/23285.htm,米子市,現行,,2026-08-17,検索機能・対応言語,4,現行,,TRUE,MUNICIPAL_DOMAIN,
M031,S-M031-01,ごみの分別区分と出し方,自治体公式Webページ,https://www.city.kurayoshi.lg.jp/1878.htm,倉吉市,令和8年度,2026,2026-08-19,保存版パンフレット・個別品目・有害・小型家電・廃食用油への公式索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
